"time","strata",".pred_survival"
47,"clusterCC=1, clusterFC=2, clusterTC=1",0.35233090506998
48,"clusterCC=1, clusterFC=2, clusterTC=1",0.347213361366265
49,"clusterCC=1, clusterFC=2, clusterTC=1",0.342210039529684
50,"clusterCC=1, clusterFC=2, clusterTC=1",0.337317461467323
51,"clusterCC=1, clusterFC=2, clusterTC=1",0.332532281637745
52,"clusterCC=1, clusterFC=2, clusterTC=1",0.327851280942286
53,"clusterCC=1, clusterFC=2, clusterTC=1",0.323271360997954
54,"clusterCC=1, clusterFC=2, clusterTC=1",0.318789538748494
55,"clusterCC=1, clusterFC=2, clusterTC=1",0.31440294137875
56,"clusterCC=1, clusterFC=2, clusterTC=1",0.31010880150397
57,"clusterCC=1, clusterFC=2, clusterTC=1",0.305904452610665
58,"clusterCC=1, clusterFC=2, clusterTC=1",0.301787324729423
59,"clusterCC=1, clusterFC=2, clusterTC=1",0.297754940323021
60,"clusterCC=1, clusterFC=2, clusterTC=1",0.293804910375438
61,"clusterCC=1, clusterFC=2, clusterTC=1",0.289934930669146
62,"clusterCC=1, clusterFC=2, clusterTC=1",0.286142778239502
63,"clusterCC=1, clusterFC=2, clusterTC=1",0.282426307996138
64,"clusterCC=1, clusterFC=2, clusterTC=1",0.278783449502218
65,"clusterCC=1, clusterFC=2, clusterTC=1",0.275212203903154
66,"clusterCC=1, clusterFC=2, clusterTC=1",0.271710640997032
67,"clusterCC=1, clusterFC=2, clusterTC=1",0.268276896439503
68,"clusterCC=1, clusterFC=2, clusterTC=1",0.264909169076425
69,"clusterCC=1, clusterFC=2, clusterTC=1",0.26160571839788
70,"clusterCC=1, clusterFC=2, clusterTC=1",0.258364862107619
71,"clusterCC=1, clusterFC=2, clusterTC=1",0.255184973802283
72,"clusterCC=1, clusterFC=2, clusterTC=1",0.252064480755064
73,"clusterCC=1, clusterFC=2, clusterTC=1",0.249001861798754
74,"clusterCC=1, clusterFC=2, clusterTC=1",0.245995645303377
75,"clusterCC=1, clusterFC=2, clusterTC=1",0.24304440724386
76,"clusterCC=1, clusterFC=2, clusterTC=1",0.240146769353399
77,"clusterCC=1, clusterFC=2, clusterTC=1",0.237301397358433
78,"clusterCC=1, clusterFC=2, clusterTC=1",0.234506999291298
79,"clusterCC=1, clusterFC=2, clusterTC=1",0.231762323876856
80,"clusterCC=1, clusterFC=2, clusterTC=1",0.229066158989567
81,"clusterCC=1, clusterFC=2, clusterTC=1",0.22641733017765
